index,palce,url,is_accessibility,rating,n_reviews,address,price,idx_category,description,lat,long,Coordinate,Is_accessibility,category
162,Wisata Dolphin Lovina,"https://www.google.com/maps/place/Wisata+Dolphin+Lovina/@-8.1634266,114.4449234,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd19b63f8a95c3d:0x5495f13b5d96a592!8m2!3d-8.1463421!4d115.0430932!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJFYlhCMk1FaDNFQUXgAQA!16s%2Fg%2F11szjdf8p5?entry=ttu",1,5,192,"Jalan Pantai Celuk Agung, Anturan, Kec. Buleleng, Kabupaten Buleleng, Bali 81119",140000,1,"Wisata Dolphin Lovina or Dolphin Lovina Tour is a reliable boat rental service provider for watching dolphins on Lovina Beach, Bali. We offer the cheapest rental packages with satisfying service. For those of you who want an exciting vacation, be it a solo traveler or with family, Dolphin Lovina Tour can be your choice. Our boat captain is a professional and experienced more than 10 years in marine, fishing and dolphin tour services. We have served many domestic and foreign tourists and many of them are satisfied with our services",-8.126042026,115.0409317,"-8.126042026056862, 115.04093168194333",TRUE,Wisata Air
163,Mount Batur,"https://www.google.com/maps/place/Mt+Batur/@-8.2401298,115.3774944,14z/data=!3m1!4b1!4m5!3m4!1s0x2dd1f403c8e8ee3f:0xd38045afa18670b4!8m2!3d-8.2401299!4d115.3774944",0,4.5,2580,"South Batur, Kintamani, Bangli Regency, Bali",100000,0,"Mount Batur (Gunung Batur) is an active volcano located at the center of two concentric calderas north west of Mount Agung on the island of Bali, Indonesia",-8.23805797,-8.196119266,"-8.238057969721796,-8.196119265737337",,
164,Uluwatu Temple,"https://www.google.com/maps/place/Uluwatu+Temple/@-8.8293567,115.0851721,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd24ffc20cb8191:0xcb98d1ba7db0495!8m2!3d-8.8291432!4d115.0849069",1,4.6,28800,"Pecatu, South Kuta, Badung Regency, Bali",30000,0,The temple is regarded as one of the sad kahyangan and is dedicated to Sang Hyang Widhi Wasa in his manifestation as Rudra.[1],-8.828770892,115.0848964,"-8.828770892121321, 115.0848963866913",,
165,Ubud Monkey Forest,"https://www.google.com/maps/place/Sacred+Monkey+Forest+Sanctuary/@-8.5193727,115.2606299,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd23d43f6189b67:0xb6ec43164befc356!8m2!3d-8.5193727!4d115.2606299",1,4.5,36099,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571",50000,1,"Mandala Suci Wenara Wana, or well known as Ubud Monkey Forest, is the sanctuary and natural habitat of the Balinese long-tailed macaque.",-8.518928202,115.2606155,"-8.518928202289526, 115.26061550488657",,
166,Goa Gajah,"https://www.google.com/maps/place/Goa+Gajah/@-8.5234022,115.2868531,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd216319e3e8cbb:0xcf6f85fcf798a545!8m2!3d-8.5234378!4d115.2871568",0,4.2,6683,"Bedulu, Blahbatuh, Gianyar Regency, Bali",50000,1,"Goa Gajah, or Elephant Cave, is located on the island of Bali near Ubud, in Indonesia. Built in the 9th century, it served as a sanctuary.",-8.522926219,115.2872021,"-8.522926218561913, 115.28720209836192",,
167,Jatiluwih Rice Terraces in Bali,"https://www.google.com/maps/place/Jatiluwih+Rice+Terraces/@-8.37031,115.131372,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd227ab020cd7fb:0x2f0f875ff3e6839a!8m2!3d-8.37031!4d115.131372",0,4.7,7798,"Village, Jl. Jatiluwih Kawan No.Desa, Jatiluwih, Kec. Penebel, Kabupaten Tabanan, Bali 82152",40000,1,"Jatiluwih rice terraces cover more than 600 hectares of rice fields along the hillsides of the Batukaru mountain range and tend to be less crowded than Tegallalang. You'll also find fewer tourist touts here, so it's easier to walk around and explore without being hassled.",-8.369885152,115.1313431,"-8.369885151870333, 115.13134305942002",,
168,Tenggalang Rice Terrace,"https://www.google.com/maps/place/Tegallalang+Rice+Terrace/@-8.4340403,115.2792569,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd2220b23f900e3:0x8d1a8969386c04ed!8m2!3d-8.4340403!4d115.2792569",0,4.4,33732,"Jl. Raya Tegallalang, Tegallalang, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561",20000,1,"Tegallalang is a district in the Gianyar Regency, Bali, Indonesia.",-8.431144913,115.2793434,"-8.43114491253006, 115.27934341446446",,
169,Pura Ulun Danu Bratan,"https://www.google.com/maps/place/Ulun+Danu+Beratan+Temple/@-8.2751807,115.1668234,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd1896c9fac0857:0x18246568e4db1b53!8m2!3d-8.2751807!4d115.1668234",1,4.7,29178,"Danau Beratan, Candikuning, Baturiti, Tabanan Regency, Bali 82191",50000,0,"Pura Ulun Danu Beratan, or Pura Bratan, is a major Hindu Shaivite temple in Bali, Indonesia.",-8.274745678,115.1668687,"-8.274745678142274, 115.16686869702555",,
170,Seminyak Beach,"https://www.google.com/maps/place/Seminyak+Beach/@-8.6899792,115.1562856,15z/data=!3m1!4b1!4m5!3m4!1s0x2dd2471c804bfd05:0xdcc2b5ae63dc9082!8m2!3d-8.6920123!4d115.1578837",0,4.5,3195,"Seminyak Jl. Sarinande, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80352",15000,2,"Seminyak is a mixed tourist residential area on the west coast of Bali in Indonesia, just north of Kuta and Legian.",-8.652266694,115.1484605,"-8.652266694176706, 115.14846053232405",,
171,Besakih Temple (Pura Besakih),"https://www.google.com/maps/place/Besakih+Great+Temple/@-8.3738651,115.4522394,17z/data=!4m5!3m4!1s0x2dd21cbe3748b2b7:0xbfc39798cd1bb4a!8m2!3d-8.3738651!4d115.4522394",0,4.5,9672,"Besakih, Rendang, Karangasem Regency, Bali 80863",60000,0,"is a pura complex in the village of Besakih on the slopes of Mount Agung in eastern Bali, Indonesia. It is the most important, the largest and holiest temple of Balinese Hinduism,[1] and one of a series of Balinese temples.",-8.373749114,115.4525746,"-8.37374911397429, 115.45257462253089",,
172,Kuta Beach,"https://www.google.com/maps/place/Kuta+Beach/@-8.7180325,115.1680346,15z/data=!3m1!4b1!4m5!3m4!1s0x2dd246bc2ab70d43:0x82feaae12f4ab48e!8m2!3d-8.7184926!4d115.1686322",0,4.5,37663,"Kuta, Badung Regency, Bali",15000,2,"Kuta is a tourist area, administratively an urban village (kelurahan), and the capital of Kuta District, Badung Regency, southern Bali, Indonesia. A former fishing village, it was one of the first towns on Bali to see substantial tourist development, and as a beach resort remains one of Indonesia's major tourist destinations.",-8.671235954,115.1776551,"-8.67123595397606, 115.17765505547838",,
173,Pura Penataran Agung Lempuyang,"https://www.google.com/maps/place/Pura+Penataran+Agung+Lempuyang/@-8.3913794,115.6306937,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd2071753222893:0x40a0fd58fe779263!8m2!3d-8.3913712!4d115.630697",0,4.3,6192,"Jl. Pura Telaga Mas Lempuyang, Tri Buana, Kec. Abang, Kabupaten Karangasem, Bali 80852",55000,0,"Pura Penataran Agung Lempuyang is a Balinese Hindu temple or pura located in the slope of Mount Lempuyang in Karangasem, Bali. Pura Penataran Agung Lempuyang is considered as part of a complex of pura surrounding Mount Lempuyang, one of the highly regarded temples of Bali.",-8.391239341,115.631352,"-8.391239340737886, 115.63135200795752",,
174,Sidemen Valley,"https://www.google.com/maps/place/Bali+Countryside+Sidemen/@-8.505544,115.3557232,12z/data=!4m10!1m2!2m1!1ssidemen+valley!3m6!1s0x2dd210f87453e769:0x6c3a2008aef6f898!8m2!3d-8.505544!4d115.425761!15sCg5zaWRlbWVuIHZhbGxleZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11bwkgmsh7",0,4.3,172,"FCRG+XF3, Jalan Raya Satria Sidemen Banjar Kebon Desa Sukahet, Lokasari, Kec. Sidemen, Kabupaten Karangasem, Bali 80864",15000,0,"Sidemen Valley evokes the feel of Old Bali, before the tourist throngs descended on the island. Sleepy villages snuggle in the valley amid cascading rice terraces, and cloud-capped Mount Agung looms in the background like a benevolent sentry.",-8.50028099,115.426276,"-8.500280989521443, 115.42627602126302",,
175,Tirta Empul Temple,"https://www.google.com/maps/place/Pura+Tirta+Empul/@-8.4157038,115.3153042,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd218f4e06131b5:0x53a25a017714ecc1!8m2!3d-8.4158511!4d115.3150247",1,4.6,16456,"Tampaksiring, Gianyar Regency, Bali 80552",50000,0,"Tirta Empul temple (Indonesian: Pura Tirta Empul) is a Hindu Balinese water temple located near the town of Tampaksiring, Bali, Indonesia. The temple compound consists of a petirtaan or bathing structure, famous for its holy spring water, where Balinese Hindus go to for ritual purification. The temple pond. has a spring which gives out fresh water regularly, which Balinese Hindus consider to be holy or amritha.[1] Tirta Empul means Holy Spring in Balinese.",-8.414876009,115.3153681,"-8.414876008802622, 115.31536808846515",,
176,West Bali National Park,"https://www.google.com/maps/place/West+Bali+National+Park/@-8.1276114,114.4731514,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd143657d50a467:0xc6efbc99a654d0b2!8m2!3d-8.1276114!4d114.4753401",0,4.5,2912,"VFCG+X44, Sumber Klampok, Bali",250000,4,"West Bali National Park (Indonesian: Taman Nasional Bali Barat) is a national park located in Buleleng Regency, Bali, Indonesia.",-8.12704002,114.4754092,"-8.127040019554626, 114.47540916381297",,
177,Bali Zoo,"https://www.google.com/maps/place/Bali+Zoo/@-8.5912638,115.2659161,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd23e3e4361eea5:0x3bf4eb36bfd7c6be!8m2!3d-8.5912638!4d115.2659161!16s%2Fg%2F1tk_rlbg?authuser=0&hl=en",1,4.4,14401,"Jl. Raya Singapadu, Singapadu, Kec. Sukawati, Kabupaten Gianyar, Bali 80582",90000,1,"Large zoo featuring orangutans, elephants & African lions, plus interactive encounters & shows.",-8.591556303,115.2656468,"-8.591556302971478, 115.2656468355199",,
178,Bali Bird Park,"https://www.google.com/maps/place/Bali+Bird+Park/@-8.59998,115.25185,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd23e4efac54c0f:0x5f8920acf656382c!8m2!3d-8.59998!4d115.25185!16s%2Fm%2F0_fn070?authuser=0&hl=en",1,4.6,9847,"Jl. Serma Cok Ngurah Gambir Singapadu, Batubulan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582",385000,1,"Animal park with exotic-bird shows, feedings & displays, plus reptiles, native plants & a cafe.",-8.599286374,115.2519162,"-8.599286373941148, 115.25191623544258",,
179,Tirta Gangga,"https://www.google.com/maps/place/Tirta+Gangga/@-8.4123473,115.5872919,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd24736f4379ad1:0x65af03b0d108a7d1!8m2!3d-8.4123473!4d115.5872919!16s%2Fm%2F09rv951?authuser=0&hl=en",1,4.6,12992,"HHQQ+836, Jalan Raya Abang Desa Adat Jl. Raya Tirta Gangga, Ababi, Kec. Abang, Kabupaten Karangasem, Bali 80852",50000,0,"Elegant spiritual retreat & gardens surrounded by natural springs, with swimming & picnicking.",-8.41206715,115.5873977,"-8.412067150363512, 115.58739768116234",,
180,Tegenungan Waterfall,"https://www.google.com/maps/place/Tegenungan+Waterfall/@-8.5753506,115.288777,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd2161beebd0c61:0xc1ae79ddb8410c5e!8m2!3d-8.5753134!4d115.2887691!16s%2Fg%2F11bvx3j8m8?authuser=0&hl=en",0,4.3,23349,"Kemenuh, Sukawati, Gianyar Regency, Bali",15000,1,"Scenic waterfall in a lush jungle setting above a shallow bathing area, with cafes nearby.",-8.575144618,115.2889223,"-8.575144617630805, 115.28892234895852",,
181,Bali Swing,"https://www.google.com/maps/place/Bali+Swing/@-8.4886834,115.2392541,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd23d2bb78f98e5:0xdc87cb5e74348952!8m2!3d-8.4886742!4d115.2392573!16s%2Fg%2F11dxl6hnl9?authuser=0&hl=en",0,4.5,8311,"Jl. Dewi Saraswati No.7, Bongkasa Pertiwi, Kec. Abiansemal, Kabupaten Badung, Bali 80352",200000,1,"varied collection of stone sculptures in an outdoor setting, with a playground & restaurant.",-8.490502059,115.2399848,"-8.490502059387946, 115.23998476429922",,
182,Waterboom Bali,"https://www.google.com/maps/place/Waterbom+Bali/@-8.7285745,115.1693743,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd246a3ee8f82df:0x1291d693f3407fa5!8m2!3d-8.7285759!4d115.1693786!16s%2Fg%2F1tdz276n?authuser=0&hl=en",1,4.7,10650,"Jl. Kartika Plaza, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361",355000,1,"Lively water park with a rides for all ages, plus restaurants, a food court & a swim-up bar.",-8.728365506,115.1693276,"-8.728365506101504, 115.16932755081945",,
183,Campuhan Ridge Walk,"https://www.google.com/maps/place/Campuhan+Ridge+Walk/@-8.5036172,115.2547038,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd23d6bcaf473f5:0x7c13fd74aa1bc49f!8m2!3d-8.5036172!4d115.2547038!16s%2Fg%2F11bv_dhkhx?authuser=0&hl=en",0,4.4,9019,"Kelusa, Payangan, Jl. Raya Campuhan, Sayan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571",15000,1,"Lush, scenic locale known for its mellow hiking trails & sweeping hilltop views.",-8.503352466,115.254774,"-8.503352465811115, 115.254773993131",,
184,Bali Safari and Marine Park,"https://www.google.com/maps/place/Bali+Safari+and+Marine+Park/@-8.580947,115.3452337,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd21446b81f7d39:0x34b39c786c2e54ec!8m2!3d-8.580947!4d115.3452337!16s%2Fm%2F0lkqtcl?authuser=0&hl=en",1,4.4,16042,"Jl. Prof. Dr. Ida Bagus Mantra No.Km. 19, Serongga, Kec. Gianyar, Kabupaten Gianyar, Bali 80551",720000,1,"varied collection of stone sculptures in an outdoor setting, with a playground & restaurant.",-8.580355229,115.3454201,"-8.58035522935703, 115.34542006434108",,
185,Bajra Sandhi Monument,"https://www.google.com/maps/place/Bajra+Sandhi+Monument/@-8.6717348,115.233902,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd240f5b0baad2f:0xf67150ab4e009a2c!8m2!3d-8.6717348!4d115.233902!16s%2Fm%2F0n45qhz?authuser=0&hl=en",1,4.6,12694,"Jl. Raya Puputan No.142, Panjer, Denpasar Selatan, Kota Denpasar, Bali 80234",30000,0,"Ornate, landmark monument to the Balinese people, with a grassy surrounding park.",-8.671506767,115.2339074,"-8.671506766888445, 115.23390736427082",,
186,Sukawati Art Market,"https://www.google.com/maps/place/Sukawati+Art+Market/@-8.5965307,115.2826055,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd23e28616c410d:0x960eaffe9f543e3c!8m2!3d-8.5965307!4d115.2826055!16s%2Fg%2F11gzm8537?authuser=0&hl=en",1,4.3,8248,"Jalan Raya Sukawati, Sukawati, Kec. Sukawati, Kabupaten Gianyar, Bali 80582",15000,3,"Colorful marketplace with merchants selling apparel, jewelry, locally made souvenirs & more.",-8.596408705,115.2825787,"-8.596408704525068, 115.28257867783287",,
187,Taman Ujung,"https://www.google.com/maps/place/Taman+Ujung/@-8.4630811,115.6306692,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd20876e3e79815:0xfc9ab3edaa5d11f2!8m2!3d-8.4630811!4d115.6306692!16s%2Fm%2F011l7bd6?authuser=0&hl=en",0,4.6,3984,"Ujung Water Palace, Tumbu, Karangasem, Karangasem Regency, Bali 80811",50000,4,"This scenic, former water palace built in 1909 features gardens, large pools & historical photos.",-8.462725598,115.6306531,"-8.462725597560661, 115.63065310662638",,
188,Secret Garden Village,"https://www.google.com/maps/place/Secret+Garden+Village/@-8.3726762,115.1933301,17z/data=!3m1!4b1!4m9!3m8!1s0x2dd2212ba32a0087:0xabd3c3b7c8f647ef!5m2!4m1!1i2!8m2!3d-8.3726794!4d115.1933311!16s%2Fg%2F11cjhzdxpb?authuser=0&hl=en",1,4.6,4432,"Jl. Raya Denpasar Bedugul km. 36, Mekarsari, Baturiti, Mekarsari, Tabanan, Mekarsari, Kec. Baturiti, Kabupaten Tabanan, Bali 82191",45000,4,"Beatiful Garden Located in Jalan Raya Denpasar, Bali.",-8.372417351,115.1933021,"-8.37241735088662, 115.19330208750853",,
189,Penglipuran Village,"https://www.google.com/maps/place/Penglipuran+Village/@-8.4222473,115.359306,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd2196eace4f4a9:0x3319169adf0c3419!8m2!3d-8.4222473!4d115.359306!16s%2Fg%2F11g6htx9w5?authuser=0&hl=en",1,4.8,13207,"Jl. Penglipuran, Kubu, Kec. Bangli, Kabupaten Bangli, Bali 80611",50000,0,Traditional Balinese village selling handicrafts & local produce & offering homestay accommodation.,-8.422286331,115.3597799,"-8.422286330907127, 115.35977992201036",,
190,Banjar Hot Spring,"https://www.google.com/maps/place/Banjar+Hot+Spring/@-8.210536,114.967053,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6f62183e68d4d7:0xd6004ccdd7930d5e!8m2!3d-8.210536!4d114.967053!16s%2Fg%2F1q62gc8c0?authuser=0&hl=en",0,4.3,2422,"Jalan Banjar, Banjar, Kec. Banjar, Kabupaten Buleleng, Bali 81152",20000,1,"Hot springs complex surrounded by tropical gardens offering pools & showers, plus an eatery & a spa.",-8.2102546,114.9671227,"-8.210254599982365, 114.96712273733684",,
191,Bali Pulina,"https://www.google.com/maps/place/Bali+Pulina/@-8.4227455,115.2788239,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd222990001f90b:0x46117dc3c84b0af2!8m2!3d-8.4227455!4d115.2788239!16s%2Fg%2F11bc7r5jvk?authuser=0&hl=en",0,4.5,3960,"Jl. Raya Pujung Kaja No.Br, Sebatu, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561",100000,1,"Sprawling venue with lush, tropical vegetation, coffee & tea tastings & a zipline through foliage.",-8.422673949,115.2789901,"-8.422673949154303, 115.27899012017349",,
192,Goa Lawah Temple,"https://www.google.com/maps/place/Goa+Lawah+Temple/@-8.5515731,115.4688279,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd212002b27b8a9:0x64d9703162191aad!8m2!3d-8.5515375!4d115.468823!16s%2Fg%2F11g9swjzff?authuser=0&hl=en",0,4.7,4479,"CFX9+9GG, Jl. Raya Goa Lawah, Pesinggahan, Kec. Dawan, Kabupaten Klungkung, Bali 80761",20000,0,"This small, 11th-century Balinese Hindu temple was constructed around a bat-filled cave.",-8.551260118,115.4688225,"-8.551260117939812, 115.46882253550854",,
193,Pantai Batu Bolong,"https://www.google.com/maps/place/Pantai+Batu+Bolong/@-8.6594822,115.1301361,15z/data=!3m1!4b1!4m6!3m5!1s0x2dd2478621f5b693:0xa157bd1e893b4293!8m2!3d-8.6594824!4d115.1301361!16s%2Fg%2F1hc2cr7jt?authuser=0&hl=en",0,4.4,7248,"Jl. Pantai Batu Bolong, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali",15000,2,This well-known sandy beach near shops & restaurants is popular with surfers & has board rentals,-8.658103348,115.1303292,"-8.658103348069142, 115.13032921850571",,
194,Banyumala Waterfall,https://maps.app.goo.gl/wsiLCZVP146UjigU9,0,4.8,4074,"Wanagiri, Sukasada, Buleleng Regency, Bali 81161",60000,1,"Banyumala Waterfall, also known as Banyumala Twin Waterfalls, is a beautiful waterfall located in the north-central part of Bali, Indonesia, near Wanagiri Village and Munduk . It's a popular destination for those seeking a refreshing escape and a chance to witness the natural beauty of Bali.",-8.196119266,115.1051351,"-8.196119265737337, 115.10513513198593",,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Note :,,,,,,,,,,,,,
,0,sejarah,,,,,,,,,,,,
,1,Wisata alam,,,,,,,,,,,,
,2,pantai ,,,,,,,,,,,,
,3,hiburan,,,,,,,,,,,,
,4,taman,,,,,,,,,,,,
